,Drug_ID,Drug,Y
70,3435.0,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,1.0
71,3446.0,NCC1(CC(=O)O)CCCCC1,0.0
72,3467.0,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.0
73,3518.0,NC(N)=NCCN1CCCCCCC1,0.0
74,3610.0,CCCCCCc1ccc(O)cc1O,0.0
75,3675.0,NNCCc1ccccc1,0.0
76,3676.0,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.0
77,3698.0,Nc1cc(-c2ccncc2)c[nH]c1=O,1.0
78,3715.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1.0
79,3724.0,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.0
80,3748.0,CC(C)NNC(=O)c1ccncc1,1.0
81,3783.0,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.0
82,3821.0,CNC1(c2ccccc2Cl)CCCCC1=O,0.0
83,3825.0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1.0
84,3826.0,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1.0
85,3899.0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1.0
86,3902.0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1.0
87,3955.0,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0
88,3961.0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1.0
89,4011.0,CNCCCC12CCC(c3ccccc31)c1ccccc12,0.0
90,4030.0,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1.0
91,4034.0,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.0
92,4037.0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,1.0
93,4046.0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0.0
94,4054.0,CC12CC3CC(C)(C1)CC(N)(C3)C2,0.0
95,4078.0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,1.0
96,4086.0,CC(C)NCC(O)c1cc(O)cc(O)c1,0.0
97,4173.0,Cc1ncc([N+](=O)[O-])n1CCO,1.0
98,4192.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.0
99,4195.0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0.0
100,4201.0,N=c1nc(N2CCCCC2)cc(N)n1O,0.0
101,4211.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0.0
102,4212.0,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1.0
103,4260.0,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,1.0
104,4421.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.0
105,4463.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1.0
106,4472.0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1.0
107,4485.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1.0
108,4601.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1,0.0
109,4614.0,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.0
110,4622.0,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,1.0
111,4634.0,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0
112,4674.0,NCCC(O)(P(=O)(O)O)P(=O)(O)O,0.0
113,4678.0,CC(C)(CO)C(O)C(=O)NCCCO,0.0
114,4688.0,C#CCN(C)Cc1ccccc1,0.0
115,4723.0,NC1=NC(=O)C(c2ccccc2)O1,1.0
116,4746.0,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1.0
117,4754.0,CCOc1ccc(NC(C)=O)cc1,1.0
118,4768.0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.0
119,4771.0,CC(C)(N)Cc1ccccc1,0.0
120,4812.0,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,0.0
121,4826.0,CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,0.0
122,4828.0,CC(C)NCC(O)COc1cccc2[nH]ccc12,0.0
123,4912.0,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0
124,4917.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0
125,4919.0,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0.0
126,4932.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.0
127,4943.0,CC(C)c1cccc(C(C)C)c1O,0.0
128,4946.0,CC(C)NCC(O)COc1cccc2ccccc12,0.0
129,4976.0,CNCCCC1c2ccccc2C=Cc2ccccc21,0.0
130,4991.0,CN(C)C(=O)Oc1ccc[n+](C)c1,0.0
131,4992.0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.0
132,4993.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1.0
133,5070.0,Nc1nc2ccc(OC(F)(F)F)cc2s1,1.0
134,5073.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1.0
135,5147.0,NC(=O)c1ccccc1O,0.0
136,5184.0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.0
137,5234.0,[Cl-].[Na+],0.0
138,5291.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1.0
139,5314.0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0
140,5328.0,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.0
141,5329.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.0
142,5333.0,Nc1ccc(S(N)(=O)=O)cc1,1.0
143,5342.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.0
144,5354.0,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,1.0
145,5394.0,Cn1nnc2c(C(N)=O)ncn2c1=O,0.0
146,5402.0,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1.0
147,5405.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.0
148,5411.0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.0
149,5472.0,Clc1ccccc1CN1CCc2sccc2C1,1.0
150,5503.0,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1.0
151,5509.0,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,1.0
152,5533.0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0
153,5572.0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0.0
154,5578.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.0
155,5717.0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,1.0
156,5734.0,NS(=O)(=O)Cc1noc2ccccc12,1.0
157,5743.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.0
158,5749.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0
159,5754.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0.0
160,5775.0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0.0
161,5790.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,1.0
162,5816.0,CNCC(O)c1ccc(O)c(O)c1,0.0
163,5826.0,CC(N)Cc1ccccc1,0.0
164,5891.0,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,1.0
165,5897.0,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1.0
166,5904.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.0
167,5905.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,1.0
168,5910.0,CCC1C(=O)OCC1Cc1cncn1C,0.0
169,5920.0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0
170,5983.0,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0.0
171,6024.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.0
172,6047.0,NC(Cc1ccc(O)c(O)c1)C(=O)O,0.0
173,6082.0,COc1ccc(OC)c(C(O)C(C)N)c1,0.0
174,6098.0,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.0
175,6134.0,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.0
176,6137.0,CSCCC(N)C(=O)O,0.0
177,6167.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.0
178,6322.0,NC(N)=NCCCC(N)C(=O)O,0.0
179,6726.0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.0
180,6832.0,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,0.0
181,7108.0,c1ccc2c(c1)Nc1ccccc1S2,1.0
182,7699.0,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,0.0
183,8226.0,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0.0
184,8593.0,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,1.0
185,8944.0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,0.0
186,9052.0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)oc2ccccc2c1=O,1.0
187,9294.0,CNC(C)C(O)c1ccccc1,0.0
188,9346.0,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,1.0
189,9681.0,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,0.0
190,9902.0,CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.0
191,9904.0,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,1.0
192,10836.0,CNC(C)Cc1ccccc1,0.0
193,10917.0,C[N+](C)(C)CC(O)CC(=O)[O-],0.0
194,11033.0,NC(=O)NS(=O)(=O)c1ccc(N)cc1,1.0
195,11080.0,S=C=Nc1cccc2ccccc12,1.0
196,11333.0,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0.0
197,11806.0,CC(C)(N)CO.Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,0.0
198,12124.0,CC(=O)Nc1cccc(O)c1,0.0
199,13342.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,0.0
200,13505.0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0.0
201,15250.0,CC(C)Cc1ccc(CC(=O)O)cc1,1.0
202,15541.0,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,0.0
203,16231.0,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,1.0
204,16362.0,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0
205,18283.0,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1.0
206,18381.0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.0
207,19988.0,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,0.0
208,20469.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,0.0
209,23897.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,0.0
210,24705.0,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.0
211,25429.0,COC(=O)Nc1nc2ccccc2[nH]1,1.0
212,25517.0,[Cl-].[NH4+],0.0
213,26757.0,C#CCN(C)C(C)Cc1ccccc1,0.0
214,26987.0,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0.0
215,29321.0,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,1.0
216,29327.0,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,1.0
217,30322.0,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0.0
218,31401.0,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0.0
219,32756.0,CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)[O-])C1OC1OC(C(=O)[O-])C(O)C(O)C1O,1.0
220,33176.0,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,1.0
221,34359.0,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,0.0
222,34633.0,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,1.0
223,35370.0,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,1.0
224,35935.0,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1.0
225,36811.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0.0
226,37464.0,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,0.0
227,37768.0,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.0
228,38409.0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1.0
229,39042.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0.0
230,39147.0,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.0
231,39186.0,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,1.0
232,39941.0,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,1.0
233,40326.0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0.0
234,40399.0,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1.0
235,41867.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1.0
236,43708.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,1.0
237,47576.0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.0
238,50599.0,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,1.0
239,53359.0,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,1.0
240,54766.0,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,0.0
241,54892.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,1.0
242,55185.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,0.0
243,56069.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1.0
244,57363.0,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,0.0
245,59768.0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0.0
246,60021.0,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1.0
247,60168.0,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-],0.0
248,60172.0,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,1.0
249,60198.0,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,1.0
250,60490.0,CC(c1cc2ccccc2s1)N(O)C(N)=O,1.0
251,60663.0,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,0.0
252,60700.0,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.0
253,60714.0,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],0.0
254,60726.0,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,1.0
255,60753.0,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0.0
256,60823.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,1.0
257,60825.0,Nc1ccn(C2CSC(CO)O2)c(=O)n1,1.0
258,60919.0,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1.0
259,60953.0,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,1.0
260,62959.0,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,1.0
261,65140.0,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,1.0
262,65492.0,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.0
263,65592.0,Cc1cc(Br)c(O)c2ncccc12,1.0
264,65869.0,NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,1.0
265,67425.0,CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC,0.0
266,68870.0,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1.0
267,71900.0,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.0
268,77999.0,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,1.0
269,82146.0,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1.0
270,84029.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1.0
271,104865.0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.0
272,114965.0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O.CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O.CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1.0
273,123620.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,0.0
274,126941.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1.0
275,146570.0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0.0
276,148124.0,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,1.0
277,149351.0,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,0.0
278,151166.0,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1.0
